Text;Style
" ОАК планирует заключить в 2019 году новый контракт с Минобороны России на поставку самолетов Ил-112В. """"""По имеющемуся договору с Минобороны, помимо создания одного танка в рамках ОКР, мы должны построить еще две машины в рамках первой партии."" И в этом году мы запустим производство этих самолётов. А контракт, я думаю, подпишу в следующем году», — сообщил президент ОАО «ОАК» Юрий Слюсарев в интервью «Ведомостям». По словам Слюсаря, в ходе окончательной сборки находится первый экземпляр самолета Ил-112В, ведется разработка его систем. Осенью его наземные тесты начнутся. ""Президент ОАК уточнил, что проектирование Ил-112В идет """"непросто"""", но заверил, что все военные требования будут выполнены."" ""В декабре 2014 г. Минобороны и """"Ильюшин"""" подписали договор о разработке самолета, предназначенного для перевозки и воздушного десанта до 5 тонн груза и личного состава.""";Публицистический стиль
" ""Кандидат в мэры Москвы Вадим Кумин представил свое предвыборное предложение, в котором предлагается увеличить пенсию горожанам до 24 тысяч рублей, а программы реновации """"пересмотреть""""."" Вчера состоялись первые встречи кандидатов в мэры, где господин Кумин и ЛДПР-кандидат Михаил Дегтярев прокомментировали работу транспортного департамента Москвы. Обсудили кандидатов и провели референдум по повышению пенсионного возраста. ""Вадим Кумин представил предвыборную программу """"План Вадима Кумина"""" с лидером КПРФ Геннадий Зюганов и экс-президентом Совхоза им. Ленина Павлом Грудининым."" ""Господин Зюганов полагает, что кампания """"Господина Кумина"""" """"проходит энергично""""."" """"""Мы построили территорию социальной оптимизации в Совхозе им. Ленина"""", - заявил Павел Гудинин, призывая построить такую же территорию в Москве."" ""Он сообщил, что будет приходить на выборы и проголосовать за Вадима Кумина, поскольку он теперь """"прописан в Москве""""."" ""Господин Кумин заявил о том, что """"правительство Москвы не предлагает ничего нового"""" и """"идет по путям коммерциализации градостроительной, транспортной политики, медицинской и здравоохранительной политики""""."" ""В его программе говорится о том, что столичный бюджет составляет 2,3 трлн рублей, но """"эти деньги не направлены на благо москвичей, но тратятся на разные украшения"""" и """"только коммунисты хотят полностью освободить город от коррупционных схем"""".""";Публицистический стиль
" В его программе затронуты пенсионные реформы, против которых выступает КПРФ, пытается организовать всероссийский референдум по повышению пенсионного возраста. ""Кандидат Кумин обещает """"сделать все, чтобы не пострадали пенсионеры Москвы"""" - увеличить пенсию до 24 тысяч рублей, для этого потребуется 7% московского бюджета."" Студентка РУДН Анжелина Соловьева попросила Геннадий Зюганов прокомментировать слова спикера Государственной Думы Вячеслава Володина о том, что в России могут отменить государственные пенсии, если не пройдет пенсионная реформа. ""Лидер партии ответил, что """"более циничный закон за последние 25 лет"""" не видел, призывая граждан выйти на митинги против реформы."" ""Вадим Кумин затронул другую резонансную тему: предложил """"просмотреть программу реновации"""" и включить в нежилое помещение и решить проблемы жителей за пять лет."" Господин Кумин планирует снизить в три раза взносы на капремонт, а льготы на ЖКУ ввести для бюджетников, юных семей, пенсионеров. Раскритиковал коммунистов и городское управление. ""Он отметил, что правительство Москвы работает 19,7 тысяч человек, а содержание аппарата составляет """"не менее 2,5 млрд рублей""""."" ""Поэтому кандидат предлагает """"передачу реальных полномочий по управлению на муниципальном уровне"""".""";Публицистический стиль
" Ее бывший губернатор Псковской области Андрей Турчак, ушедший на пост губернатора, оставил в политической нестабильности. Впрочем, несмотря на сильную оппозицию и разнонаправленные интересы элитных групп, на выборах врио губернатора Михаил Ведерников не будет реальных конкурентов. Поскольку выходец из администрации Президента (АП) в должности главы региона продолжает свои начинания предшественника. Четверо противников Михаила Ведерникова поочередно выступают на заседании дискуссии, которое организовал штаб самого губернатора. """"""Я не буду популизмом и говорю, что одержал победу на выборах."" Победой для меня станет уверенное второе место, - говорит кандидат ЛДПР, депутат областной думы Андрей Минаков. """"""Мы надеемся добиться второго тура"""", - говорит лидер регионального КПРФ, выдвинувший конкуренцию с властью человека, который встроен в систему власти, - областной бизнес-омбудсмен Аркадий Мурылев."" """"""Для нашей партии это, в принципе, первые выборы, а сразу губернаторские"""", - смущенно говорит кандидат от партии пенсионеров Сергей Кулак, еще сильнее смущаясь, когда просят рассказать о слабостях Михаила Ведерникова."" Кандидат «Партии роста» Игорь Романов, вместо того, чтобы ответить на вопрос о перспективах участия в выборах, продолжает рассуждать о борьбе с борщизмом. В 2014 году конкуренты практически такой же силы боролись против экс-главы Псковской области Андрея Турчака. ""Тогда тоже муниципальные депутаты смогли собрать подписи от непарламентского """"Правого дела"""", а лидер псковского """"Яблока"""" Лев Шлосберг, являющийся депутатом Заксобрания, фильтр не прошел.""";Публицистический стиль
" """"""С каждым днем я убеждаюсь, что правильно поступил, поддерживая Михаила Ведерникова"""", - выступает лидер областной ""Справедливой России"" Олег Брячак."" ""Он напоминает, что его выступление противоречит теме обсуждения, но намерен договориться: """"Посмотрим последние факты."" Ведерников выбил 500 млн рублей на фасады? Выбил. На подсветку выбили несколько десятков миллионов, на ремонт кровли — тоже выбили. ""Вот почему я не стал выдвигаться""""Еще два года назад глава Псковской области Олег Брячак поставил баннеры """"Турчака в отставку""""."" Сейчас историю противостояния с прежними губернаторами господин Брячак используют для подчеркивания искренности поддержки нового губернатора. В конфликте Олега Брячака и Андрея Турчака был и коммерческий характер: лидер справороссов, успешный предприниматель в прошлом, потерял бизнес и получил четыре уголовных дела. Сейчас его благосостояние зависит от городской и областной власти: ему нужно разрешение на строительство собственного участка. В течение нескольких месяцев после того, как Михаил Ведерников назначил Михаила Ведерникова, Олег Брячак проявил готовность выступить единым кандидатом в губернаторы от ""Справедливой России"" и КПРФ, но отказался от участия в выборах. Он заверил «Ъ», что считает такую стратегию рациональной и ничего не просил у врио губернатора в обмен на поддержку. """"""Олег Брячак решил поддержать меня самостоятельно, мы не вели с ним переговоров"""", - говорит Михаил Ведерников.""";Публицистический стиль
" ""Департамент по проведению Года волонтера завершил прием заявок на конкурс """"Добровольцы России"""", победители которого получат гранты в размере до 1 млн рублей."" По словам руководителя Роспатриотического центра Ксении Разуваевой, эти проекты могут быть поддержаны позже, включая профильные министерства. ""По словам политолога, подобные конкурсы """"власть пытается переложить социальные обязательства в активную часть населения"""" и завершили прием заявок на конкурс """"Добровольцы России"""" (20 марта)."" ""Во второй раз он проходит и назван организаторами """"главным инструментом для продвижения лучших практик волонтерства""""."" В этом году на конкурс было подано около 12 тысяч проектов, что в 7 раз больше, чем в прошлом году, сообщил «Ъ» координатор медиасопровождения Года добровольца Андрей Пашков. ""По словам его, среди 13 номинаций наиболее популярными оказались """"Помощь детям"""", """"Рожденные помогать"""", """"Вокруг меня"""", """"Помощь в благоустроении и экологии"""")."" Самые активные регионы - Республика Адыгея, Башкортостан, Приморский край, Ростовская область. ""Хотя по правилам конкурса принимать участие мог любой человек старше восьми лет, по словам Андрея Пашкова, """"преимущественно на конкурс подавались заявки уже существующих волонтерских организаций или волонтеров 20-25 лет"""".""";Публицистический стиль
" Спустя шесть лет в стране была создана специальная парламентская комиссия для расчета суммы выплат. Осенью 2022 г. Варшава впервые объявила официальную сумму $1,3 трлн. ""Польские власти отметили, что """"Германия в состоянии заплатить ее""""."" Берлин категорически отказывается платить что-то, заявив, что выполнил свои обязательства еще в середине 50-х годов, и Польша официально признала это. Кроме того, отказ Варшавы от репараций был зафиксирован в 1990 году в международном договоре о окончательном урегулировании Германии. Кроме того, в начале 1990-х немецкие власти передали Варшаве 500 млн. марок в качестве компенсации, а около 2 млрд. марок - узникам концлагерей и жертвам нацистских принудительных программ труда. С тех пор официальная позиция Берлина не менялась. ""В конце апреля Польша внесла в Совет Европы резолюцию """"О персональных компенсациях семьям и родственникам жертв Второй мировой войны""""."" До этого Варшава обратилась в Совет Европы для помощи в получении компенсаций от Германии. Берлин вновь подчеркнул, что поставил точку в вопросе выплаты репараций.";Публицистический стиль
" ""В первом квартале 2019 г. должны состояться три запуска ракет-носителей """"Протон-М"""", сообщает РИА Новости со ссылкой на источник ракетной отрасли."" ""Он не назвал точные даты запусков """"Планируется три пуска: коммерческое запуск двух спутников """"Эутелсат-5 WestB"" и MEV-1"""", коммерческое запуск российской телекоммуникационной системы """"Ямал-601"""", а также военный спутник """"Благовест"""" No4"""", - добавил собеседник агентства."" ""Как сообщил источник РИА Новости, 22 декабря может произойти очередной пуск ракеты."" ""НПО """"Энергомаш"""" заявило, что производство двигателей для """"Протон-М"""" будет прекращено до конца 2018 года."" ""По данным новой администрации """"Роскосмоса"""", новая администрация рассчитывает к 2021 году прекратить выпуск """"Протонов"""".""";Публицистический стиль
" После голосования по выборам мэра Москвы, 9 сентября, молодые жители Москвы смогут бесплатно посетить концерт в «Олимпийском» с участием популярных исполнителей. Среди них певицы Полины Гагариной, рэпера Кравца и представителей Black Star. Председатель Мосгоризбиркома Валентин Горбунов заявил, что это традиционный способ «поощрять» молодых избирателей столицы: подобные концерты комиссия уже организовала на выборах президента 2018 года. По мнению эксперта, концерты предназначены для повышения явки и числа голосов за действующий мэр Сергей Собянин. ""Для молодых жителей Москвы до 30 лет, которые будут участвовать в выборах мэра города 9 сентября, МГУ организует серию концертов на площадке """"Олимпийский"""", которая пройдет 20-21 и 22 сентября."" ""Вчера на пресс-конференции в Мосгоризбиркоме Валентин Горбунов заявил, что концерты """"призваны вовлечь молодежь в выборы"""" и """"поощрять молодых избирателей""""."" ""Ранее заместитель начальника штаба московского отделения """"Единой России"""" Сергей Собянин и руководитель исполкома Московского отделения """"Единой России"""" Олег Смолкин сказал, что для кампании """"крайне важна явка""""."" Концерты будут аналогично тем, что МГИК устроил для молодежи на выборах 18 марта: на избирательных участках впервые проголосовавшие жители Москвы получили флаеры, по которым могли побывать на одном из трех концертов. ""Глава МГИКа подчеркнул, что """"музыканты решили повторять удачный опыт"""" и """"сами выступили с подобной инициативой""""."" ""Как и в прошлом году, артисты выступят в """"Олимпийском"""" безвозмездно."" Как сказал Горбунов, на себя возьмут технические расходы МГИК и Правительство Москвы. ""В """"Олимпийском"""" подтвердили, что они ведут переговоры с организациями о заключении контракта.""";Публицистический стиль
" ""Тема пенсионной реформы была ключевой в агитации КПРФ и """"Справедливой России"""" во многих выборных регионах."" В некоторых районах коммунисты пройдут шествия ""Позорный полк"" и ""Позорная рота"" — они пронесли портреты депутатов, которые поддержали реформу. Напротив, Единороссы стараются избежать пенсионной темы. ""Политолог отметил, что за последние несколько лет в региональных выборах системные оппозиционные партии получили настоящую """"протестную тематику""""."" Коммунисты и справороссы наиболее активно используют тему пенсионной реформы в агитации на выборах 9 сентября. ""2 сентября в Приморье пройдут акции депутата Заксобрания Компартии, кандидата на должность главы края Андрея Ищенко, названные """"Позорной ротой""""."" В рамках акций участники пронесли портреты депутатов разных уровней, поддерживающих пенсионный возраст. Врио губернатора Андрей Тарасенко поддержал пенсионную реформу. Такую акцию проведут коммунисты Свердловской области и Магаданской области 2 сентября. ""Она называется """"Позорным полком"""", организаторы собираются пронести портреты депутатов Государственной Думы из этих регионов, которые голосовали за увеличение пенсионного возраста.""";Публицистический стиль
" Врио губернаторов стараются избежать темы пенсионной реформы. Вскоре после объявления реформы осторожную критику себе позволил только врио губернатора Омска Александр Бурков (баллотирован в качестве самовыдвиженца). ""3 июля он прокомментировал рост пенсионного возраста в эфире правительственного """"12 канала"""", заявив, что """"надо услышать мнение народа и мнение экспертов и потом уже прийти к резонансной теме""""."" """"""Я дал поручение областному правительству предоставить мне полную статистическую информацию, чтобы мы понимали, что этот закон содержит."" Должно быть подробное обсуждение с участием всех партий и общественных организаций и каждый высказал свое мнение о реформе. И дальше мы передаем информацию депутатам Государственной Думы, чтобы они учитывали мнение омичей при рассмотрении проекта», — цитирует БК55. Законопроект о пенсионном возрасте был принят в первом чтении Госдумой 19 июля. ""Накануне в эфире местной телекомпании Александр Бурков сообщил: """"Я, врио губернатора и председатель правительства Варнавский, не дали положительного ответа на пенсионную реформу""""."" После этого он не возвращался к пенсионной теме. В свою очередь местные коммунисты объяснили, что поддержали Александра Буркова на выборах, потому что не пойдет на непопулярную реформу. """"""Судя по мнению губернатора, он не поддерживает реформу пенсионной системы."" ""Этой идеологии он не разделяет"""", - заявил первый секретарь Обкома КПРФ Александр Кравцов.""";Публицистический стиль
" Глава Калмыкии Александр Орлов (выдвинутый Единой Россией) сам заявил о необходимости реформы, но нужно рассмотреть различные варианты ее реализации с соблюдением гарантий работникам предпенсионного возраста, а кандидаты от «Единой России» напротив стараются избежать пенсионной темы. """"""Руководство Единой России заинтересовано в разъяснительном процессе пенсионной реформы, но не воспринимается на местах, - говорит источник в отделении партии."" По данным последнего опроса ВЦИОМ, рейтинг партии власти снизился до 32%. В Магаданском отделении КПРФ собраны подписи на отзыв депутата Госдумы региона Оксаны Бондаревой (Единая Россия). Партия возмущена тем, что она голосовала за увеличение пенсионного возраста. ""Кандидат в губернаторы КПРФ Валентин Дорошевич пояснил: """"Это пенсионная реформа, в частности, и доверие к депутату, который представляет регион в целом."" Мы хотим изменить закон о статусе членов Совета Федерации и депутатов Госдумы. ""Избиратели не могут отозвать депутата, действующего против их интересов""""."" Подписи собираются несколько месяцев, а затем будут направлены в Госдуму.";Публицистический стиль
" В Бабушкинском суде Москвы арестован бывший генеральный директор НПО «Лавочкин» Сергей Лемешевский. """"""Избрать меру пресечения в отношении Лемешевского в виде заключения в тюрьму до 19 сентября, - цитирует """"Интерфакс"""" решение судьи."" ""После повторного рассмотрения суд не нашел оснований принять ему более мягкую меру пресечения."" ""Вместе с ним проходят руководитель отдела НПО """"Лавочкин"""" Екатерина Аверьянова, а также глава адвокатской конторы """"Третьяков и партнёры"""" Игорь Третьяков."" Нанесенные ими убытки оцениваются в 332,5 млн рублей.";Публицистический стиль
" В ближайшее время сотрудница Департамента информационной политики Управления Президента по общественным проектам Мария Сергеева может перейти в Департамент обеспечения деятельности Госсовета. С июня управление возглавляет Александр Харичев. Госпожа Сергеева, скорее всего, будет заместитель начальника департамента взаимодействия с экспертами (его возглавляет Юрий Михайленко). ""Собеседник администрации президента сказал, что переход нужен """"для оптимизации процесса общения с экспертами""""."" Сразу несколько политологов сказали, что пока не сталкивались с госпожой Сергеевой на работе. До перехода в АП до конца 2017 г. Мария Сергеева работала на уральском полпредстве, до этого была активистом «Молодой гвардии «Единой России» (входила в Политсовет). Госпожа Сергеевна появилась в АП после возглавления департамента информационной политики Алексея Жарича. С 2010 по 2017 год работал заместителем генерального директора «Уралвагонзавода», уходит из УОП, начальник департамента молодежной политики Андрей Платонов. Указом Президента 14 июня тема молодёжной политики была перенесена из УВК в УОП. Профильный департамент УВП был подчинен замначальника управления Тимору Прокопенко. Господин Платонов с 2012 года возглавлял департамент. Тогда СМИ писали о том, что господин Прокопенко пригласил его на работу в АП. Место Андрея Платонова занять должна глава Роспатриотического центра Ксения Разуваева, теперь она проходит необходимые проверки. Собеседники рассказывают, что уходящий Андрей Платонов пока не подыскивает новую должность.";Публицистический стиль
" ""Ульяновский областной суд лишил регистрации кандидата в Заксобрание от КПРФ директора школы Людмилы Шишкиной, подтвердив, что была членом """"Единой России""""."" Госпожа Шишкина готова к апелляции в Верховный Суд (ВС), заявив, что она член КПРФ и имеет идеологические разногласия с партией власти. ""КПРФ считает, что все это """"фальшивая и тщательно продумана операция единороссов""""."" Наоборот, Единороссы отмечают, что их указанные факты подтверждаются судом. ""Эксперты считают, что ВС может оставить решение облсуда в силе, если коммунисты представят доказательства того, что директор школы в """"Единую Россию"""" не принимал."" ""Кандидат в депутаты Ульяновского Заксобрания от КПРФ директор школы No72 Людмила Шишкина областной суд лишил регистрации, поскольку она является членом """"Единой России""""."" ""Облизбирком направил иск в облсуд после обращения исполкома отделения """"Единой России"""" с сообщением о том, что кандидат из КПРФ Людмила Шишкин действительно является членом партии."" ""В материалах суда отмечается, что заявка о вступлении в КПРФ была написана Людмилой Шишкиной 15 мая 2017 г., 17 июня решение политсовета Заволжской организации была принята в КПРФ (почерковедческая проверка показала, что текст заявки и подпись были выполнены Людмилой Шишкиной) и она, член КПРФ, не смогла вступить в """"Единую Россию"""" из-за расхождения идеологических позиций."" ""Она отказалась высказывать предположения о том, как ее подпись могла оказаться в заявлении, но отметила, что """"никаких заявлений в """"Единую Россию"""" она не подавала""""."" ""На нем лежит подпись представителя отделения района о том, что он со мной провел собеседование (это обязательное требование партийного акта), хотя со мной собеседования никто не провел, а ряд моих коллег - членов политсовета - ответили мне, что они не принимали меня в партию""""."" ""По словам госпожи Шишкиной, она якобы являлась членом """"Единой России"""", ее впервые узнали 24 июля 2018 г., уже кандидатом в депутаты."" """"""Неожиданно в кабинет подошел представитель районного отделения партии, предложивший уплатить взносы за прошлый год"""", - сообщила директор школы.""";Публицистический стиль
" В Москве 10 августа в возрасте 65 лет скончался чрезвычайный посол России в Непале Андрей Будник, передает дипведомство. """"""Посольство РФ в Непале с глубоким прискорбием сообщает о скоропостижной смерти чрезвычайного, полномочного посла РФ в демократической Республике Непала Андрея Сергеевича Будника"""", - сообщает посольство в Facebook."" Причина смерти не раскрыта. 14 и 15 августа 2018 г. в дипломатическом представительстве откроется книга соболезнования. ""В некрологе на сайте Министерства иностранных дел Российской Федерации отмечается, что Будник - """"блестящий профессионал, глубоко разбирающийся в азиатской проблеме и всецело преданный делу продвижения национальных интересов на международной арене""""."" В 1975 году окончил МГУ. Работал на различных должностях Центрального аппарата МИД и дипломатических представительств Южной Азии. В сентябре 2015 года назначен посол России в Непале.";Публицистический стиль
" ""В избирательной комиссии Калининградской области было подано ходатайство по регистрации инициативной группы по референдуму по повышению пенсионного возраста """"Группа граждан Калининградской области из 110 человек 8 августа провела собрание, затем подала ходатайство в облизбирком о регистрации региональной группы по референдуму по повышению пенсионного возраста."" Эти документы были приняты. ""Решение о регистрации будет приниматься в срок, установленный законом, в течение 15 дней"""", - говорится в сообщении областного избиркома."" Глава ЦИК Элла Памфилова сообщила, что 20 заявлений о референдуме поступило из разных регионов. """"""У тебя есть большой выбор."" Присоединяйтесь к инициативным группам. У вас согласованные вопросы. В Госдуме 19 июля 2018 года одобрили законопроект о пенсионном возрасте, инициированный Правительством России. Проект предусматривает постепенное увеличение пенсионных возрастов (до 65 лет до 2028 года для мужчин и 63 лет до 2034 года для женщин).";Публицистический стиль
" В то же время польские политики всё активнее выступали с инициативой потребовать у России деньги. В сентябре этой идеи поддержал президент США Анджей Дуда. ""Через месяц в МИД республики пообещали """"провести расчет потерь в годы Великой Отечественной войны и потребовать возмещения ущерба Москве""""."" Щербак. Российское внешнеполитическое ведомство назвал такие инициативы неадекватными и находящиеся в сфере политической фантазии. ""В МИДе отметил, что Варшава стремится решать свои внутриполитические проблемы обращаясь к """"историческому ревизионизму""""."" Советские солдаты в 1944-1945 гг. освободили Польшу от фашистских захватчиков. В результате операции Красной Армии было потеряно более 600 тысяч человек. Кроме того, Советский Союз активно оказывал помощь в восстановлении республики после войны. - Такие выплаты, на которых Варшава настаивает, не имеют правовых оснований. Польша участвовала в получении репараций от верженной Германии, соответствующие порядки выплаты были подписаны польским руководством с Советским Союзом, из которого Польша получала возмещение вреда. Кроме того, он приобрел значимые территориальные районы, богатые ресурсами природы. Таким образом, для пересмотра в любом направлении потребуется пересмотр, например, территориального приращения, - считает доктор политологических наук, профессор Санкт-Петербургского государственного университета Наталья Эремина.";Публицистический стиль
" В своей агитации кандидаты в губернаторы некоторых сибирских регионов решили использовать лозунгы, которые уже использовались в предшествующих кампаниях. Кто-то старый, временно исполняющий обязанности губернатора Красноярского края Александр Ус, кто-то чужой, как губернатор Новосибирской области Андрей Трэвников. Эксперты полагают, что, несмотря на отсутствие реальной конкуренции, кандидатам не хватает сил и желания придумать что-нибудь новое. ""Врио главы Новосибирской области Андрей Травников идет на досрочных выборах с лозунгом """"Дела важнее слов""""."" В 2016 году депутат Дмитрий Саблин вышел в Госдуму от Единой России в Подмосковье, а год назад в горсовете Новосибирска от Единой России Екатерина Куфарева стала директором компании ""Экспресс-пригород"" Екатериной Куфаревой. ""Кандидат от """"Справедливой России"""", депутат заксобрания Анатолий Кубанов вышел баннер в двух вариантах: """"За обездоленных!"""" и """"Пусть банкиры заплатят, а не народ""""."" ""В 2015 году справороссы использовали такой же лозунг: """"Пусть банкиры заплатят за кризис""""."" Александр Усс с последним лозунгом участвовал в выборах главы края в 2002 году. ""Депутат фракции ЛДПР Егор Бондаренко рассказал, что главный лозунг избирательной кампании - """"ЛДПР будет вести порядок""""."" ""Такое выражение ЛДПР использует часто в своих кампаниях, кандидат в губернаторы Омска и депутат горсовета ЛДПР Алексей Ложкин идет на выборы в двух лозунгах: """"Губернатор Ложкин - победа народа"""" и """"Добьемся порядка""""."" Последний часто встречается в агитации ЛДПР.";Публицистический стиль
